user_id,name,email,phone,age,city,account_type,signup_date,account_balance,kyc_complete,churn
USR01094,Vasudha Majumdar,mdevi@example.com,06951003076,35,Mumbai,savings,2025-02-24,6618.81,True,0
USR01095,Aarush Pingle,forum96@example.com,+915006666411,21,Chennai,savings,2025-02-12,13985.77,True,0
USR01096,Maya Prabhakar,gabriel13@example.com,+917851699497,46,Jaipur,wallet,2026-01-25,26369.96,True,0
USR01097,Alexander Pillai,qushisaini@example.net,+914826899962,29,Chennai,savings,2026-02-04,33392.54,True,0
USR01098,Tripti Aurora,rachitavenkatesh@example.net,1787915059,34,Hyderabad,savings,2025-11-28,4922.71,True,0
USR01099,Pranit Patil,kbrahmbhatt@example.com,00932012657,42,Hyderabad,wallet,2025-07-20,8776.53,True,0
USR01100,Lajita Aurora,farhan80@example.net,02175585177,44,Chennai,wallet,2024-12-22,29168.43,True,0
USR01101,Bina Chana,vinayaminhas@example.com,2118824199,30,Delhi,current,2025-11-29,8009.7,True,0
USR01102,Lakshit Sarin,peter22@example.net,05891704542,41,Bengaluru,savings,2025-02-24,29128.83,True,0
USR01103,Hiral Memon,vedika05@example.com,2092257090,41,Delhi,wallet,2025-04-07,23943.15,True,0
USR01104,Dev Rastogi,hemarout@example.com,+917232472828,31,Bengaluru,savings,2025-09-30,4562.75,True,0
USR01105,Ati Ahluwalia,chakrabortyvedika@example.net,8224731261,26,Chennai,savings,2025-06-02,2992.77,True,0
USR01106,Kashvi Ahuja,dbhatti@example.com,0119509271,42,Hyderabad,savings,2024-12-29,22351.68,True,0
USR01107,Divya Grewal,vbuch@example.org,5370923007,34,Delhi,current,2026-03-29,18758.22,True,0
USR01108,Qushi Murthy,agrawalveda@example.com,1894854329,23,Jaipur,savings,2025-07-25,11621.67,True,0
USR01109,Odika Kala,ipadmanabhan@example.net,04716198273,36,Bengaluru,current,2025-02-13,198.94,False,1
USR01110,Fitan Kala,banikaarna@example.com,+912589632174,28,Delhi,savings,2025-11-06,1040.79,False,1
USR01111,Jagvi Sarma,wyatt52@example.com,0648606739,26,Chennai,savings,2025-07-03,43948.77,True,0
USR01112,Zayan Mistry,chavvigoel@example.com,+916462805507,34,Chennai,wallet,2025-06-22,52079.64,True,0
USR01113,Aradhana Bedi,cparsa@example.net,05156239209,34,Hyderabad,savings,2025-10-13,19505.22,True,0
USR01114,Gauri Nair,basakwakeeta@example.net,4091311178,23,Bengaluru,wallet,2025-07-15,3250.72,True,0
USR01115,Girish Bahl,falgunimerchant@example.net,06022069535,50,Chennai,savings,2025-04-13,1020.94,True,0
USR01116,Fiyaz Goel,butalakrishna@example.org,05950026015,28,Delhi,savings,2025-08-10,2099.87,True,0
USR01117,Geetika Kala,idikalad@example.com,9507407173,27,Kolkata,savings,2025-10-01,61463.75,True,0
USR01118,Ubika Bawa,jasmit03@example.net,+910064934039,40,Ahmedabad,wallet,2025-02-16,22141.54,True,0
USR01119,Aarush Mall,jonathan03@example.com,+918941184913,37,Hyderabad,current,2025-12-06,28931.74,True,0
USR01120,Owen Parmer,yagnesh59@example.com,+910561006799,38,Delhi,savings,2025-07-05,2538.58,True,0
USR01121,Anirudh Rao,ebhargava@example.net,07740378423,29,Delhi,savings,2026-02-26,29318.0,True,0
USR01122,Bhavya Mohanty,umang00@example.com,07625503250,44,Delhi,current,2026-04-18,1176.11,True,0
USR01123,Wakeeta Kala,qmunshi@example.org,02417842902,56,Hyderabad,savings,2025-11-09,52878.3,True,0
USR01124,Theodore Kant,ganga11@example.org,0906053088,25,Hyderabad,savings,2025-02-11,1350.78,True,0
USR01125,Yashvi Kulkarni,akshaydoshi@example.org,+916673290457,18,Delhi,savings,2025-06-15,9916.41,True,0
USR01126,Shravya Naik,gagangarg@example.net,9642603362,21,Pune,wallet,2025-07-31,912.32,False,1
USR01127,Lohit Shankar,irya82@example.org,07709207115,24,Mumbai,wallet,2024-12-27,16927.05,True,0
USR01128,Upkaar Ahuja,ranbirsankar@example.net,+911921581897,28,Bengaluru,savings,2026-01-16,7327.71,True,0
USR01129,Jasmit Chandra,xcherian@example.org,6385588195,28,Ahmedabad,savings,2025-08-15,123.77,False,1
USR01130,Upma Ganesh,rajzansi@example.org,0537893186,29,Mumbai,current,2026-03-09,20180.93,True,0
USR01131,Yashoda Srinivasan,yashodharamajumdar@example.com,00182272002,27,Delhi,savings,2025-10-08,4312.98,True,0
USR01132,Chaitaly Yadav,veerdeshmukh@example.net,+910414474328,33,Chennai,savings,2026-01-19,28903.33,True,0
USR01133,Dominic Sama,rohan02@example.net,0203042322,36,Hyderabad,wallet,2025-04-08,8868.46,True,0
USR01134,Widisha Parmer,harshilkohli@example.com,3028165064,32,Mumbai,savings,2025-11-10,11112.59,True,0
USR01135,Ronith Agate,padmanabhanvihaan@example.com,07569198321,32,Hyderabad,savings,2026-04-21,1361.16,True,0
USR01136,Neel Chakraborty,eborah@example.com,09029831043,37,Mumbai,savings,2025-03-06,19556.56,True,0
USR01137,Ekalinga Ram,jgaba@example.net,+913167080568,28,Pune,wallet,2025-09-03,15827.61,True,0
USR01138,Omisha Ramaswamy,ybaria@example.org,6219865504,37,Chennai,savings,2025-02-26,24740.74,True,0
USR01139,Aachal Mital,sastryraagini@example.com,+914933965049,23,Jaipur,savings,2025-07-29,39844.34,True,0
USR01140,Oliver Setty,kaiganguly@example.com,+916114243625,31,Mumbai,savings,2025-07-31,13278.05,True,0
USR01141,Amaira Dora,varmayochana@example.net,+918799196234,33,Bengaluru,savings,2025-06-25,1422.84,True,0
USR01142,Lajita Lall,sainigam@example.org,+914725058333,48,Kolkata,savings,2025-03-18,17361.72,True,0
USR01143,Samaksh Banerjee,farasbrar@example.net,08760545769,24,Bengaluru,savings,2025-05-19,13212.45,True,0
USR01144,Xalak Narayanan,lratti@example.net,4535365974,22,Bengaluru,savings,2026-01-01,702.46,True,1
USR01145,Libni Thakkar,bbhatt@example.org,02125450809,36,Bengaluru,wallet,2025-04-26,40465.49,True,0
USR01146,Damini Trivedi,omqasim@example.com,2559664721,38,Delhi,savings,2025-08-07,24730.66,True,0
USR01147,Agastya Setty,laban35@example.net,1426140489,37,Mumbai,savings,2025-12-13,31128.77,True,0
USR01148,Yug Dugar,tdada@example.com,03079637310,43,Delhi,current,2026-02-28,29971.02,True,0
USR01149,Jairaj Tandon,oliver21@example.org,08718452354,18,Pune,savings,2025-03-13,465.86,True,1
USR01150,Rachita Tiwari,rlad@example.net,7017320865,21,Chennai,current,2025-03-24,12378.83,True,0
USR01151,Tristan Saxena,isethi@example.net,06563370140,27,Mumbai,savings,2025-12-07,377.61,True,0
USR01152,Ishanvi Dua,eyadav@example.org,05800027221,43,Ahmedabad,savings,2026-01-24,25553.22,True,0
USR01153,Quincy Nagarajan,hhayer@example.com,+919439136817,41,Mumbai,savings,2025-10-22,2096.72,True,0
USR01154,Bakhshi Issac,horakritika@example.net,05286209297,24,Delhi,wallet,2025-09-17,3934.79,True,0
USR01155,Hemangini Datta,indira33@example.org,+912739389920,24,Mumbai,savings,2025-06-11,1711.66,True,1
USR01156,Januja Som,iryakar@example.org,+916618507610,46,Delhi,wallet,2025-09-17,9232.59,True,0
USR01157,Chakradev Vaidya,lopatank@example.org,2360107126,36,Kolkata,savings,2026-02-14,2938.03,True,0
USR01158,Irya Kapadia,gauravtailor@example.net,6484673574,22,Hyderabad,wallet,2026-03-17,1802.77,True,0
USR01159,Maanav Kadakia,michaeldhar@example.org,8019442589,18,Hyderabad,savings,2025-04-03,10957.09,True,0
USR01160,Qarin Gokhale,nidhi06@example.org,5350637311,27,Hyderabad,wallet,2025-01-24,27197.51,True,0
USR01161,Anita Ranganathan,gmajumdar@example.org,+917538418520,26,Lucknow,savings,2026-03-05,1000.12,True,0
USR01162,Thomas Rajan,nandinibhandari@example.net,06397561547,29,Kolkata,savings,2025-12-01,3965.14,True,0
USR01163,Janaki Nagar,elijah21@example.com,+916411955640,37,Pune,savings,2025-01-29,13872.57,True,0
USR01164,Keya Kakar,shravya87@example.com,+910702042620,34,Delhi,savings,2026-01-07,9071.28,False,1
USR01165,Watika Char,gauravdoctor@example.com,+913936967897,45,Jaipur,wallet,2025-12-27,22599.11,True,0
USR01166,Balhaar Virk,ekale@example.org,07731922760,24,Delhi,savings,2025-09-25,26220.87,True,0
USR01167,Harinakshi Wali,wsalvi@example.org,3943191654,18,Mumbai,savings,2025-10-03,94758.37,True,0
USR01168,Azaan Vala,qabil31@example.org,+912191505764,31,Delhi,savings,2025-04-11,1757.16,True,0
USR01169,Tanmayi Mander,tamble@example.org,+912687644867,40,Hyderabad,savings,2026-05-04,26081.93,True,0
USR01170,Chameli Sem,fmore@example.com,+916560450063,42,Pune,savings,2025-01-20,193.57,True,0
USR01171,Divya Kannan,cissac@example.net,6496927711,38,Ahmedabad,wallet,2025-10-11,24153.02,True,0
USR01172,Laksh Rai,ekanijha@example.org,5970255128,41,Mumbai,savings,2025-09-14,24998.43,True,0
USR01173,Turvi Sachdev,poojamistry@example.org,+915948989596,40,Delhi,wallet,2025-04-12,7356.15,True,0
USR01174,Baghyawati Sachdev,tkota@example.com,04344149169,32,Hyderabad,savings,2025-12-18,6850.69,True,0
USR01175,Xavier Kuruvilla,shravya43@example.net,06408822309,20,Kolkata,savings,2025-02-23,7693.73,True,0
USR01176,Xiti Salvi,vanshakamdar@example.net,8894132109,18,Mumbai,savings,2025-08-12,22800.17,True,0
USR01177,Kai Bhat,ishwarsrinivas@example.org,05485346557,38,Delhi,wallet,2026-01-06,6937.51,True,0
USR01178,Jeremiah Barad,advaithbasak@example.com,09646129390,31,Delhi,savings,2025-03-14,11400.86,True,0
USR01179,Lohit Parekh,deshpandeishwar@example.org,7565896359,39,Chennai,savings,2025-03-21,8366.34,True,0
USR01180,Urishilla Agate,kbrar@example.net,+911458434566,34,Mumbai,savings,2025-07-03,8555.4,True,0
USR01181,Frado Bora,kamalabava@example.org,02362203347,42,Hyderabad,wallet,2025-01-10,1171.42,True,0
USR01182,Qadim Lanka,pjohal@example.org,+914379686800,20,Mumbai,savings,2025-08-17,463.54,False,1
USR01183,Lohit Mand,jbedi@example.net,+917741743043,32,Mumbai,wallet,2025-07-08,1775.6,True,0
USR01184,Dalbir Dubey,jeevikabatta@example.org,+918946652752,18,Mumbai,savings,2025-08-06,3914.95,True,0
USR01185,Sai Deol,vivaanandra@example.org,+912569133030,40,Ahmedabad,savings,2024-12-31,7102.44,True,0
USR01186,Rudra Kulkarni,csidhu@example.org,1675076279,22,Mumbai,savings,2025-08-11,485.06,False,1
USR01187,Divya Krish,ghosearunima@example.net,03012398472,20,Mumbai,wallet,2025-03-12,30151.33,True,0
USR01188,Ayush Kalita,karan02@example.net,07190172224,51,Bengaluru,current,2025-12-26,605.42,True,0
USR01189,Kashvi Bhardwaj,qsachdev@example.net,7177546199,19,Mumbai,savings,2025-06-15,10749.02,True,0
USR01190,Aishani Bedi,oparsa@example.net,+918727258122,44,Pune,savings,2026-02-26,5724.6,True,0
USR01191,Banjeet Oza,wramesh@example.net,04823733791,36,Mumbai,savings,2025-04-28,70.85,True,0
USR01192,Harish De,chadhachampak@example.org,7803586901,36,Kolkata,savings,2025-02-22,3894.6,True,0
USR01193,Chandran Sundaram,balendra39@example.org,01999452951,18,Kolkata,current,2026-05-11,9470.68,True,0
USR01194,Harsh Gera,luckytailor@example.com,4338722054,21,Jaipur,savings,2025-11-18,18191.65,True,0
USR01195,Maanas Chowdhury,ygoda@example.net,04963308334,35,Chennai,wallet,2025-09-01,8218.31,True,0
USR01196,Chasmum Savant,modyyadavi@example.net,08995047020,38,Mumbai,current,2025-02-05,9546.3,True,0
USR01197,Krishna Tripathi,ekbal95@example.org,7749266329,36,Delhi,savings,2026-02-28,366.57,False,1
USR01198,Oeshi Kaul,qasim77@example.com,02259206165,18,Ahmedabad,wallet,2025-12-15,11537.71,True,0
USR01199,Lucky Desai,pillaynakul@example.org,4115630295,27,Delhi,wallet,2025-06-03,24508.48,True,0
USR01200,Neelima Kaul,dkonda@example.net,2629420661,18,Mumbai,wallet,2025-11-02,4115.54,True,0
USR01201,Aashi Varkey,norigunbir@example.org,+911380049832,40,Delhi,current,2026-03-26,25792.16,True,0
USR01202,Fiyaz Goel,girindraghose@example.org,04815826868,36,Delhi,savings,2026-01-01,21835.85,True,0
USR01203,Neelima Misra,chawlaimaran@example.net,04880644200,27,Hyderabad,current,2026-01-12,2736.58,True,0
USR01204,Peter Thakkar,osathe@example.net,03585664641,20,Delhi,current,2025-04-09,552.43,False,1
USR01205,Kai Kalla,pranit19@example.org,6221320410,38,Chennai,current,2026-01-25,1190.56,True,0
USR01206,Nihal Kulkarni,isaiahmanda@example.net,08911797269,37,Hyderabad,savings,2025-09-13,2197.48,False,1
USR01207,Gopal Dyal,indrajitbahri@example.org,+916660200053,28,Kolkata,savings,2025-01-07,2502.94,True,0
USR01208,Gayathri Hari,ggulati@example.org,00524383805,41,Mumbai,wallet,2026-05-03,15578.86,True,0
USR01209,Omisha Garg,bhasinshravya@example.com,6276332838,33,Delhi,savings,2025-06-20,26529.04,True,0
USR01210,Samar Kala,vreddy@example.org,5186267136,19,Pune,savings,2026-02-09,1913.19,True,0
USR01211,Ikbal Acharya,guptamohammed@example.net,2339218835,54,Bengaluru,savings,2025-08-17,15068.51,True,0
USR01212,Triya Bhatnagar,tnanda@example.net,0677610659,36,Mumbai,savings,2025-04-23,2523.49,True,0
USR01213,Abeer Yohannan,latayug@example.org,2797617815,27,Mumbai,wallet,2025-05-17,24568.2,True,0
USR01214,Yatin Mistry,widisha20@example.net,2665686295,35,Delhi,wallet,2025-06-02,20108.09,True,0
USR01215,Lakshit Naik,tjayaraman@example.net,9925539460,55,Bengaluru,savings,2025-12-13,13378.63,True,0
USR01216,Chanchal Deshpande,saxenaamrita@example.net,02966941799,25,Chennai,savings,2025-03-29,190.68,True,1
USR01217,Vedhika Bains,shankardamyanti@example.net,7485994641,45,Delhi,wallet,2025-10-16,15929.72,True,0
USR01218,Yamini Mittal,royturvi@example.org,07853698816,37,Hyderabad,savings,2025-02-06,47921.6,True,0
USR01219,Ayaan Lanka,diya09@example.org,8605210262,25,Chennai,savings,2025-12-07,476.63,False,1
USR01220,Balveer Ranganathan,jmann@example.net,+910824845813,43,Mumbai,current,2025-06-16,24473.29,True,0
USR01221,Ranveer Barman,vasudha48@example.net,+919974185630,44,Pune,savings,2025-02-26,1290.45,True,0
USR01222,Sanya Prabhakar,battaaadi@example.org,+915661995305,34,Delhi,savings,2025-01-01,43539.76,True,0
USR01223,Brinda Chatterjee,rehaan78@example.net,06790870187,33,Mumbai,wallet,2025-09-22,37471.45,True,0
USR01224,Oeshi Banerjee,chowdhurysamar@example.com,01034444299,21,Mumbai,wallet,2025-11-09,43719.61,True,0
USR01225,Maya Sule,hemal68@example.com,02406221559,35,Bengaluru,savings,2025-05-03,33273.77,True,0
USR01226,Vanya Devan,pavani22@example.org,+919053347047,36,Jaipur,wallet,2026-02-20,1646.54,True,0
USR01227,Varsha Ramachandran,bhavya55@example.net,+919652138350,34,Delhi,current,2025-08-16,19691.65,True,0
USR01228,Finn Devan,gauri53@example.org,+919003622117,37,Chennai,savings,2025-10-16,1984.29,True,1
USR01229,Luke Sheth,bdugar@example.com,8395855852,18,Pune,savings,2025-06-04,35302.16,True,0
USR01230,Dalaja Garde,logan51@example.com,+918575917105,31,Bengaluru,wallet,2026-01-12,1527.48,True,0
USR01231,Champak Patil,george47@example.com,04735352478,34,Mumbai,savings,2025-08-14,59807.34,True,0
USR01232,Isaac Shenoy,parekhcharita@example.net,7344930537,19,Hyderabad,savings,2025-03-31,38308.7,True,0
USR01233,Tristan Hayer,wagleteerth@example.com,+911338926087,45,Pune,wallet,2026-02-14,21246.67,True,0
USR01234,Ekansh Pandit,varshasoman@example.org,+914862515217,54,Pune,wallet,2025-10-30,2107.56,True,0
USR01235,Nilima Narain,falakkara@example.com,0189156734,24,Ahmedabad,savings,2025-12-27,1295.44,True,0
USR01236,Lakshmi Taneja,srinivassaanvi@example.net,02969143362,30,Bengaluru,wallet,2025-10-03,7829.22,True,0
USR01237,Krisha Sani,harita09@example.net,9001089857,28,Pune,savings,2025-07-22,28888.77,True,0
USR01238,Anay Wali,harinigade@example.org,1896844246,26,Ahmedabad,wallet,2025-08-14,41638.02,True,0
USR01239,Yoshita Varughese,tanvi95@example.com,+918575958281,30,Kolkata,savings,2025-06-06,4419.24,True,0
USR01240,Praneel Dhar,sastryturvi@example.net,9124883971,26,Mumbai,savings,2024-12-26,8258.01,True,0
USR01241,Akshay Narasimhan,adweta51@example.com,+916728681123,18,Mumbai,wallet,2026-03-15,308.22,True,1
USR01242,Shaurya Wable,radha81@example.org,3978145900,39,Mumbai,savings,2025-10-20,35400.38,True,0
USR01243,Henry Saxena,xbatta@example.com,+918669335158,35,Mumbai,savings,2025-02-21,11497.74,True,0
USR01244,Ucchal Arora,robert26@example.org,1193910382,30,Ahmedabad,savings,2025-09-21,4624.09,True,0
USR01245,Damyanti Desai,ikshita13@example.net,00908581810,29,Pune,savings,2025-12-26,5912.97,True,0
USR01246,Falak Bhat,chandanikala@example.net,03615873662,51,Mumbai,savings,2025-07-31,1238.49,True,0
USR01247,Farhan Kalla,yashodhara96@example.net,+913539005856,20,Mumbai,savings,2025-07-26,1973.58,True,0
USR01248,Jeevika Manne,fkoshy@example.net,06639792551,18,Pune,current,2025-06-11,717.51,False,1
USR01249,Ladli Mannan,mayabasak@example.net,+918377270289,21,Ahmedabad,wallet,2025-12-07,29133.05,True,0
USR01250,Kritika Rout,ozazaid@example.com,+918164416101,39,Mumbai,savings,2025-08-19,19222.18,True,0
USR01251,Ekiya Jayaraman,chandani64@example.org,01038802730,33,Pune,current,2025-03-27,50820.84,True,0
USR01252,Luke Sur,bjoshi@example.org,1444718939,21,Mumbai,wallet,2026-03-14,32805.61,True,0
USR01253,Siddharth Bains,abasu@example.com,04909228849,43,Bengaluru,wallet,2025-11-17,2463.53,True,0
USR01254,Anamika Nagarajan,isaac35@example.net,7271743068,27,Lucknow,savings,2025-12-17,1030.69,True,0
USR01255,Hitesh Rajagopal,bakhshi34@example.org,8818738775,40,Hyderabad,savings,2025-10-12,3970.58,True,0
USR01256,Vivaan Kala,wmander@example.com,00413090915,33,Delhi,current,2025-07-11,3231.15,True,0
USR01257,Yauvani Saini,grewaljoshua@example.com,+915420412319,19,Mumbai,savings,2025-01-10,3130.94,True,0
USR01258,Ishani Seshadri,adesai@example.com,01007941932,37,Delhi,current,2026-02-23,765.94,True,0
USR01259,Kamya Khatri,bhargavavasudha@example.net,4122487098,32,Bengaluru,savings,2025-07-08,6457.21,True,0
USR01260,Matthew Ramakrishnan,niharika32@example.org,01742240432,39,Chennai,wallet,2025-01-13,9545.41,True,0
USR01261,Harish Chokshi,banikreyansh@example.com,08616307028,33,Mumbai,current,2025-06-12,62910.58,True,0
USR01262,Saumya Gara,doshibakhshi@example.org,5366219536,28,Kolkata,current,2025-12-11,3292.99,True,0
USR01263,Advaith Nori,msoni@example.com,+910173259007,45,Mumbai,wallet,2025-04-08,19733.6,True,0
USR01264,Triya Chakraborty,bakhshiseth@example.org,+911138690871,35,Chennai,current,2025-02-04,34675.56,True,0
USR01265,Warhi Dhar,jagdishbakshi@example.com,04617192817,24,Delhi,savings,2025-01-12,2679.88,True,0
USR01266,Suhani Kunda,yash60@example.org,+914422521602,36,Mumbai,wallet,2025-02-01,8457.68,True,0
USR01267,Pratyush Kala,fitan20@example.net,04772690326,22,Mumbai,savings,2025-07-29,33788.25,True,0
USR01268,Diya Chandra,kalpitsinghal@example.com,+917948024559,45,Pune,savings,2025-07-31,375.11,True,0
USR01269,Isaac Raja,deephitesh@example.org,1589126864,37,Hyderabad,savings,2025-07-13,5379.98,True,0
USR01270,Aadhya Srinivas,rvarkey@example.com,+913760088447,40,Delhi,current,2025-09-02,6779.19,True,0
USR01271,Arjun Vaidya,rakshachakrabarti@example.net,+919074992164,37,Delhi,savings,2026-02-13,8531.54,True,0
USR01272,Chandresh Raval,mayadatta@example.org,03484864708,22,Delhi,savings,2026-03-23,11759.41,True,0
USR01273,Jacob Kapur,rnagar@example.com,+912021237205,25,Chennai,savings,2025-06-23,3124.11,True,0
USR01274,Aarav Joshi,aarnavbhat@example.org,+918863467391,40,Delhi,current,2026-02-24,1590.74,True,0
USR01275,Aarush Varty,darazayyan@example.org,00091692327,30,Pune,wallet,2024-12-29,8475.54,True,0
USR01276,Tanmayi Wali,ybasu@example.org,5481867463,18,Delhi,savings,2025-02-01,3872.51,True,0
USR01277,Chandresh Bajaj,theodore36@example.org,+913711815198,20,Pune,savings,2025-04-22,27712.7,True,0
USR01278,Aashi Narayan,dayamaidoctor@example.org,+914015353466,46,Bengaluru,savings,2025-10-03,11531.33,True,0
USR01279,Sanya Nagy,skrishna@example.net,4667201082,19,Lucknow,wallet,2026-03-14,5795.68,True,0
USR01280,Amol Dewan,tripathimax@example.org,3879402620,50,Delhi,savings,2025-04-30,6890.0,True,0
USR01281,Xiti Boase,slala@example.com,+917353642357,45,Delhi,savings,2025-03-23,5167.28,True,0
USR01282,Abhiram Menon,duttagirindra@example.net,+918518161255,39,Chennai,savings,2026-01-22,1015.83,True,1
USR01283,Bhavini Rao,balaydarsh@example.com,2304660012,18,Mumbai,current,2025-03-22,19390.86,True,0
USR01284,Luke Shanker,balangaurav@example.net,2329615120,27,Jaipur,savings,2025-01-17,8194.11,True,0
USR01285,Kavya Apte,bsanghvi@example.com,+914460422763,31,Delhi,savings,2025-11-06,2799.63,True,0
USR01286,Leela Bakshi,chakrabartigaurangi@example.org,+915734724358,25,Delhi,current,2026-02-06,28488.6,True,0
USR01287,Fiyaz Swaminathan,kwarrior@example.org,01272670866,35,Delhi,wallet,2025-08-05,17160.11,True,0
USR01288,Indali Ratta,kalpitmajumdar@example.org,7687849477,23,Lucknow,savings,2025-10-26,27203.44,True,0
USR01289,Nathaniel Bhasin,janakiaurora@example.org,01848974223,45,Chennai,wallet,2024-12-30,11953.25,True,0
USR01290,Anita Kadakia,chatresh46@example.net,08212156495,38,Hyderabad,current,2025-10-08,10572.5,True,0
USR01291,Ishanvi Kunda,anayratta@example.net,4411197388,47,Bengaluru,savings,2025-04-01,28058.66,True,0
USR01292,Manan Sheth,aarnavsanghvi@example.org,03594882188,51,Bengaluru,wallet,2026-02-14,3815.3,True,0
USR01293,Oni Yadav,ravelnidhi@example.com,+915110212543,27,Delhi,wallet,2025-07-20,26647.22,True,0
USR01294,Fitan Grewal,ayushmandani@example.net,00498603721,45,Mumbai,savings,2026-04-24,67946.33,True,0
USR01295,Chatresh Bhardwaj,nihalbhatia@example.net,+911978999011,41,Hyderabad,savings,2025-04-22,1668.42,True,0
USR01296,Bachittar Arya,chamelisoman@example.org,+911719786016,28,Bengaluru,savings,2025-02-03,14937.67,True,0
USR01297,Isha Behl,guneet94@example.net,08550113753,47,Hyderabad,savings,2025-01-27,434.81,True,0
USR01298,Noah Dar,sodhiojas@example.net,7807279037,35,Ahmedabad,savings,2025-04-28,33678.83,True,0
USR01299,Ojasvi Cherian,jbala@example.net,1972239964,32,Chennai,savings,2025-01-31,14605.49,True,0
USR01300,Vritti Dara,vedhikanigam@example.org,+917681024808,30,Chennai,wallet,2026-03-07,13040.99,True,0
USR01301,Indira Shroff,auroraomkaar@example.net,04323622169,24,Chennai,savings,2025-08-22,16904.83,True,0
USR01302,Leena Raja,tamanna46@example.net,00675169139,50,Bengaluru,savings,2025-10-18,19677.77,True,0
USR01303,Lucky Chakraborty,christopher16@example.com,+916107033508,38,Kolkata,wallet,2025-08-13,90375.9,True,0
USR01304,Naksh Manda,isaiahyohannan@example.org,2484813004,41,Delhi,current,2024-12-24,89416.59,True,0
USR01305,Pavani Borde,muttiveer@example.org,+911516758646,42,Kolkata,wallet,2025-12-19,27548.15,True,0
USR01306,Vihaan Narayan,dayitachana@example.org,+915014764278,35,Delhi,savings,2025-03-15,3558.79,True,0
USR01307,Jason Nagarajan,jkoshy@example.com,01281775123,19,Mumbai,wallet,2025-07-10,15264.21,True,0
USR01308,Widisha Toor,omjanaki@example.com,+916097236024,28,Hyderabad,savings,2025-08-18,29602.82,True,0
USR01309,Radhika Pingle,pahal77@example.org,+915171073087,55,Bengaluru,savings,2025-01-07,2359.77,True,0
USR01310,Janaki Rajagopalan,vasana83@example.com,0317543802,35,Delhi,wallet,2025-11-22,13865.68,True,0
USR01311,Chaman Bora,yahvi57@example.net,+916029254686,32,Hyderabad,wallet,2025-09-19,2067.35,True,0
USR01312,Shravya Grewal,chakradev76@example.com,02076327135,31,Delhi,savings,2026-04-03,8651.77,True,0
USR01313,Nandini Soni,wdevi@example.net,+913868790604,19,Pune,savings,2025-10-25,17348.73,True,0
USR01314,Vivaan Goda,nattkamala@example.org,00508927396,34,Pune,wallet,2025-11-24,25095.04,True,0
USR01315,Falak Sengupta,xkurian@example.org,03567078977,31,Chennai,wallet,2025-04-30,28450.55,True,0
USR01316,Hemangini Kumar,rajatabose@example.net,0384227362,54,Delhi,current,2026-04-14,6636.14,True,0
USR01317,Samuel Gole,godaparth@example.net,+917111757691,30,Delhi,wallet,2026-02-26,2878.51,True,0
USR01318,Hredhaan Sampath,daksheshmenon@example.org,8514486983,42,Chennai,wallet,2025-03-20,12936.88,True,0
USR01319,Kavya Gill,sandalabhiram@example.org,2202698014,45,Delhi,savings,2025-09-24,2691.24,True,1
USR01320,Mitali Luthra,dbrahmbhatt@example.com,0177031637,40,Mumbai,wallet,2025-07-22,27287.7,True,0
USR01321,Hema Apte,mannerushil@example.org,+916724469317,40,Kolkata,wallet,2025-03-15,9296.37,True,0
USR01322,Arya Sawhney,jkhurana@example.org,3906540259,35,Pune,current,2026-02-26,85631.67,True,0
USR01323,Ikbal Kanda,joshuashere@example.net,+917281291635,49,Mumbai,savings,2025-10-15,239.71,True,0
USR01324,Chanchal Sanghvi,dassqushi@example.net,07652728453,37,Mumbai,wallet,2025-07-16,8893.37,True,0
USR01325,Alka Prakash,sethiaadi@example.net,6406756020,32,Bengaluru,savings,2025-06-15,843.55,True,0
USR01326,Harshil Garg,gandhiquincy@example.org,04390448909,41,Mumbai,savings,2025-05-11,35003.5,True,0
USR01327,Oscar Dugar,reyansh33@example.org,+912351025550,34,Jaipur,savings,2025-08-23,2970.28,True,0
USR01328,Upkaar Nazareth,falguni03@example.com,8884393332,41,Ahmedabad,savings,2026-02-08,15070.68,True,0
USR01329,Yatin Ramesh,poojadeo@example.org,0598312441,35,Pune,wallet,2025-01-14,2148.86,True,0
USR01330,Dakshesh Sawhney,maya59@example.net,2012376317,26,Chennai,savings,2025-02-18,2817.97,True,0
USR01331,Dayamai Prabhu,nathaniel10@example.com,+919419375919,38,Bengaluru,savings,2025-09-23,33016.51,True,0
USR01332,Pratyush Randhawa,sborra@example.org,+917536264752,25,Kolkata,savings,2025-06-03,32020.17,True,0
USR01333,Zayan Rajagopal,dharatharv@example.net,01730099284,31,Lucknow,savings,2025-11-07,30226.32,True,0
USR01334,Laksh Madan,halderojas@example.net,+911535505143,26,Chennai,savings,2024-12-31,1629.59,True,0
USR01335,Harish Cheema,wazir08@example.com,09724792542,25,Chennai,current,2025-09-06,3916.7,True,0
USR01336,Girik Thaker,aachalnagy@example.net,1920487706,22,Bengaluru,savings,2025-11-22,10953.96,True,0
USR01337,Lavanya Issac,wahabgarde@example.net,8651590257,18,Chennai,savings,2026-02-17,10406.15,True,0
USR01338,Rachita Maharaj,venkateshgauri@example.net,5883825672,32,Chennai,current,2026-04-11,8402.53,True,0
USR01339,Orinder Badami,mitali72@example.net,2543551962,20,Chennai,savings,2025-12-21,3225.53,True,1
USR01340,Orinder Goswami,abhiram18@example.org,06247286394,25,Kolkata,savings,2025-12-06,19065.58,True,0
